_id,head
9866,kahangbátun
9867,hanggà
9868,hanggaun
9869,hanggab
9870,hanggap
9871,hanggat
9872,hanggaw
9873,hanggrinid
9874,hanggup
9875,hanggup
9876,hanggus
9877,hanghang
9878,hángin
9879,birdi nga hángin
9880,dautan nga hángin
9881,itum nga hángin
9882,pabur sa hángin
9883,may hángin
9884,pahangin
9885,hanginan
9886,balat balat hanginan
9887,kahanginan
9888,pwirsa sa kahangínan
9889,hangínun
9890,hanginun ug útuk
9891,hángir
9892,hangit
9893,hangitan
9894,hangkab
9895,hangkub
9896,hangkub
9897,hanglas
9898,han-grinid
9899,hangtud
9900,hangtud [noun]
9901,[pronoun]
9902,hangtud sa hangtud
9903,kahangtúran
9904,sa hangtud
9905,sa kahangtúran
9906,walay kahangtúran
9907,hanguhag
9908,hangul
9909,hángul
9910,walay nahángul
9911,kahangul
9912,kahangulhangul
9913,hangup
9914,gihangup
9915,hinangup
9916,kahinangup
9917,hinalangpun
9918,mahinalangpun
9919,mahinangpánun
9920,hángus
9921,hangut
9922,hángut
9923,hangwat
9924,hangyù
9925,hangyù lúbù
9926,hangyuánan
9927,hinangyúan
9928,hangyuúnun
9929,háni
9930,háni
9931,hánib
9932,hinánib
9933,hanig
9934,hanig sa impiyirnu
9935,hanimun
9936,hánip
9937,haníti
9938,kahaníti
9939,hanlag
9940,hanlas
9941,hanlilibun
9942,hanlilika
9943,hanlilítik
9944,hanlulúkay
9945,hansak
9946,hantak
9947,hantákan
9948,hantakan
9949,hantakanan
9950,hantakíru
9951,hantánà
9952,hantatalu
9953,hantatamsi
9954,hantatansi
9955,hantik
9956,hanting
9957,hanting náyip
9958,hantuk
9959,hantung
9960,hanu
9961,kay hanu
9962,hanubuy
9963,hanúgun
9964,han-uk
9965,han-ukánan
9966,hanum-u
9967,hanunum-u
9968,hanut
9969,hanut
9970,hanuy
9971,hánuy
9972,hanyag
9973,hanyù
9974,hā́p
9975,hapà
9976,hapag
9977,hapak
9978,hapas
9979,hapathapat
9980,hapaw
9981,hinapaw
9982,hápay
9983,hinápay
9984,hapdus
9985,kahapdus
9986,hápì
9987,hapihápi
9988,hapíhip
9989,hapin
9990,hapit
9991,hapithapit
9992,hapitánan
9993,hápit
9994,dílì hápit
9995,hápit madúgay
9996,haplà
9997,haplak
9998,haplas
9999,panghaplas
10000,haplù
10001,haplus
10002,haplut
10003,hapluy
10004,hapnig
10005,hapnut
10006,hapsà
10007,hapsay
10008,hapslip
10009,hapù
10010,hápù
10011,hapù
10012,kahápù
10013,hapúhap
10014,hinapúhap
10015,hapúlas
10016,hapun
10017,isda sa hapun
10018,papil nga
10019,sa
10020,dihapun
10021,hapunánun
10022,hinapun
10023,hapunis
10024,hápun
10025,hápun na
10026,hapunhápun
10027,hinghapun
10028,pahapun
10029,pakahapun
10030,panghihapun
10031,panihapun
10032,hapunánun
10033,kahapunánun
10034,kahapúnun
10035,tighapun
10036,hapunun
10037,hapus
10038,hapuy
10039,hápuy
10040,hapuyhápuy
10041,hapyud
10042,hára
10043,hára sa panimalay
10044,hárab
10045,harabharab
10046,harábi
10047,harábi ditúlu
10048,harag
10049,harána
10050,pangharána
10051,hárang
10052,hárang
10053,háras
10054,harasharas
10055,hárat
10056,haraw
10057,haraw ka-[root]
10058,harayháray
10059,harbas
10060,hardin
10061,hardiníru
10062,hardul
10063,hardwir
10064,hari
10065,ihari
10066,hári
10067,hárì
10068,hárì
10069,hári nga gángis
10070,hári nga lungsud
10071,harìhárì
10072,harìhariun
10073,maharìhariun
10074,hariánun
10075,ginhárian
10076,ginghárian
10077,hárì
10078,hárim
10079,harína
10080,harína sa mais
10081,haríning
10082,harsi
10083,harsiya
10084,harug
10085,haruhas
10086,harúhay
10087,harun
10088,hárung
10089,harus
10090,haruyháruy
10091,hás
10092,hasag
10093,hásag
10094,hasàhásà
10095,hásan
10096,hasang
10097,hásang
10098,hasanghásang
10099,hasángan
10100,hashas
10101,hinashásan
10102,hásì
10103,hasindíru
10104,haskan
10105,haskan nga [adjective]-a
10106,ka-[adjective]
10107,[verb]
10108,haslag
10109,haslir
10110,haslù
10111,haslùhaslù
10112,haslù
10113,haslù
10114,kahaslù
10115,hasmag
10116,haspi
10117,hasta
10118,hasta labista
10119,hastilan
10120,hasù
10121,hasù
10122,hasug
10123,hasuk
10124,hasuk
10125,hásul
10126,hásul sa katursi
10127,kahásul
10128,mahasúlun
10129,haswà
10130,hasyinda
10131,hát
10132,hatà
10133,hátag
10134,hátag ug katahúran
10135,hingatag
10136,halatagan
10137,hataganan
10138,ighahatag
10139,ighalatag
10140,hinátag
10141,hinatagan
10142,maghalatag
10143,manghalatag
10144,maghahatag
10145,manghahatag
10146,manggihatagun
10147,ma-un
10148,humalátag
10149,humalatag
10150,halatagun
10151,hatagunun
10152,hátak
10153,hátaw
10154,hatawhataw
10155,hatay
10156,hátay
10157,hátay sa banig
10158,pahátay
10159,hatdug
10160,hátì
10161,hat kík
10162,hatsa
10163,hatsa
10164,hatsit
10165,hatsuy
10166,hátub
10167,hatud
10168,hatud sa panan-aw
10169,hatud sa
10170,hatud balay
10171,hatud káwat
10172,ighahátud
10173,ighahátud sa mintiryu
10174,hatùhatù
10175,hátul
10176,hátum
10177,haud
10178,haum
10179,háun
10180,bag-ung haún
10181,hawà
10182,hawà sa
10183,háwà
10184,pahawà
10185,háwak
10186,hawak
10187,panighawak
10188,hawákan
10189,hawakan
10190,tagahawak
10191,hawakun
10192,háwak
10193,háwan
10194,hawanan
10195,haw-ang
10196,kahaw-ang
10197,háwas
10198,haw-as
10199,haway
10200,gábi sa haway
10201,hawáyà
10202,hawáyan
10203,hawhaw
10204,hawhaw
10205,hawid
10206,háwid
10207,háwid
10208,háwid sa dunggan
10209,háwid sa pulsu
10210,pangháwid
10211,hawiránan
10212,hawin
10213,háwin
10214,paháwin
10215,pamaháwin
10216,hawla
10217,hawlut
10218,hawsir
10219,hawu-
10220,hawud
10221,hawudháwud
10222,hawughug
10223,hawulháwul
10224,hawus
10225,háwut
10226,hawuy
10227,háy
10228,háy
10229,háy
10230,hayà
10231,háyà
10232,hayà
10233,hayà ang búlan
10234,tighayà
10235,tinghayà
10236,hayabhayab
10237,hay-ad
10238,háyag
10239,paháyag
10240,pahayagan
10241,kaháyag
10242,namat-an ug kaháyag
10243,maháyag
10244,sa maháyag
10245,hayaghag
10246,hayáhay
10247,pahayáhay
10248,pahayáhay sa bágà
10249,kahayáhay
10250,pahayahayan
10251,hay-alay
10252,panghay-alay
10253,háyan
10254,hayang
10255,hayang ang kúlun
10256,hayang ang payà
10257,hayang ang plátu
10258,kulub hayang
10259,pahayang
10260,hipahayang
10261,hapahayang
10262,tighayang
10263,háyaw
10264,hayblad
10265,hayblarun
10266,haybul
10267,haybulhaybul
10268,haybuy
10269,haydyam
10270,haydyamp
10271,hayhat
10272,hayhay
10273,hayhay
10274,panghayhay
10275,hayhil
10276,háyis
10277,hayiskul
10278,háyit
10279,may háyit
10280,haylu
10281,pahaylu
10282,mahaylúhun
10283,mahaylúun
10284,haypay
10285,haypay
10286,hayun
10287,háyun
10288,hayung
10289,háyup
10290,hayupan
10291,haywi
10292,haywis
10293,hi
10294,hi
10295,hì
10296,hi-
10297,hi-(→)
10298,hi-an(→)
10299,hiay
10300,hibabuyna
10301,híbag
10302,hibág
10303,híbal
10304,hibálag
10305,hibalu
10306,hibangkaágan
10307,híbat
10308,hibat
10309,hibawu
10310,híbi
10311,híbi
10312,hibì
10313,híbì
10314,hibi dyúti
10315,hibìhibì
10316,hibilya
10317,hibiwit
10318,hibubuyna
10319,híbuk
10320,híbul
10321,hibulhíbul
10322,hibúlung
10323,hibulus
10324,súka hibulus
10325,híbun
10326,hibung
10327,hibunghibung
10328,kahibunghibungan
10329,híbus
10330,hibuylas
10331,híd
10332,híd titsir
10333,hidban
10334,hidhid
10335,hidhid
10336,hidkwartir
10337,hidlaw
10338,kahidlaw
10339,hidlayit
10340,hígà
10341,higad
10342,higal
10343,hígal
10344,kahígal
10345,higála
10346,kahigaláan
10347,managhigála
10348,mahigaláun
10349,panaghigála
10350,panaghigalaay
10351,higálam
10352,higám
10353,higanti
10354,higantihiganti
10355,higantihun
10356,higasbut
10357,gasbut
10358,hígaw
10359,higayun
10360,higdà
10361,higdà sa banig
10362,higdà sa bahandì
10363,higdà lang ug magdaut
10364,higdà nga magkaun (nagkaun)
10365,higdaánan
10366,higkù
10367,higmuyù
10368,higpit
10369,hígup
10370,higupan
10371,higupánan
10372,higus
10373,hígus
10374,higut
10375,higut sa pilitína
10376,higut sa trabáhu
10377,pahigut
10378,pahigut sa asáwa
10379,pahigut sa pilitína
10380,higtanan
10381,tigúlang sa higtanan
10382,ighiligut
10383,hinigut
10384,hinigtan
10385,hinigtag lánut
10386,panghigut
10387,higwaus
10388,kahigwaus
10389,hi hi
10390,hihin
10391,hínin
10392,Hihúba
10393,hik
10394,hikabhikab
10395,híkad
10396,hikadhikad
10397,híkap
10398,híkap sa dílì hilikápun
10399,híkap sa lubut
10400,híkap ug túbig
10401,hikaphíkap
10402,hikat
10403,híkaw
10404,hinikáwan
10405,hikawan
10406,kahikawan
10407,híkaw
10408,híkay
10409,hiníkay
10410,hilikáyun
10411,tighikay
10412,taghikay
10413,hikdat
10414,hikìhíkì
10415,hiklad
10416,hiklin
10417,hikling
10418,hiklùhiklù
10419,hiknat
10420,hiknit
10421,hiktarya
10422,hiktin
10423,híkug
10424,hikùhíkù
10425,híkum
10426,hikut
10427,hikut
10428,hikutar
10429,hikutádu
10430,hikuy
10431,hikyad
10432,hílà
10433,hilà
10434,hilàhilà
10435,hilahílà
10436,hílà
10437,hilab
10438,hílab
10439,hílab
10440,hilabut
10441,hiláda
10442,hiladur
10443,hílak
10444,maghílak ang panahun ug dílì
10445,hilak
10446,hilakhílak
10447,hinilakay
10448,hinílak
10449,paghinílak
10450,kahilakun
10451,mahilak
10452,palahilak
10453,hílam
10454,panghílam
10455,hilamun
10456,hilam-us
10457,panghilam-us
10458,hilam-usánan
10459,panghilam-úsan
10460,hílan
10461,hilánat
10462,hilantan
10463,hilanatun
10464,hilang
10465,hilangyud
10466,hílap
10467,mahilapun
10468,hilas
10469,hílas
10470,hilaw
10471,bibingka nga hilaw
10472,budbud nga hilaw
10473,hilaw nga ayis
10474,tagilhaw
10475,hílay
10476,kahilayan
10477,balay sa kahilayan
10478,hilbas
10479,hilhig
10480,hilhil
10481,hilíbis
10482,hinilíbis
10483,hílig
10484,hilig
10485,mahílig
10486,mahiligun
10487,hilihud
10488,hilikuptir
10489,hilimásaw
10490,panghilimásaw
10491,hiling
10492,hilíra
10493,hílis
10494,hilis
10495,hinilisan
10496,hilit
10497,pahilit
10498,kahilitan
10499,kahilithilitan
10500,kinahilitan
10501,hilmit
10502,hilmithilmit
10503,hilt sintir
10504,hilu
10505,hílu
10506,hilúan
10507,hílu
10508,hílu dikaríta
10509,hílu nga pinalus
10510,hilú
10511,hílug
10512,hílug sa himalatyun
10513,hílum
10514,hilum
10515,pakahilum
10516,kahílum
10517,mahilúmun
10518,hilumun
10519,mahilumun
10520,hilus
10521,panghilus
10522,hinilus
10523,hílut
10524,manghihílut
10525,maghihílut
10526,hiluy
10527,hilwas
10528,hilwas
10529,himábaw
10530,hímag
10531,himalang
10532,himalingka
10533,himámat
10534,híman
10535,kahimánan
10536,híman
10537,him-an(→)
10538,himangnù
10539,himangud
10540,kahimangud
10541,himanhíman
10542,himaráut
10543,panghimaráut
10544,himásaw
10545,himáyà
10546,mistiryu sa himáyà
10547,pahimáyà
10548,kahimayáan
10549,mahimayáun
10550,himbà
10551,himbangkaágan
10552,himbay
10553,himbayhimbay
10554,himbis
10555,himì
10556,himìhimì
10557,hímì
10558,himì
10559,himìhimì
10560,himian
10561,himidyà
10562,himidyaan
10563,hímil
10564,himilhímil
10565,himílu
10566,himisik
10567,himnu
10568,himpit
10569,himpus
10570,himsug
10571,kahimsug
10572,hímu
10573,hímù
10574,hímù nga
10575,pakahímù
10576,mahímù
10577,hinímù
10578,kahimúan
10579,maghihímù
10580,maghilímù
10581,himughat
10582,himugsù
10583,himul
10584,panghimul
10585,himulálung
10586,himuláut
10587,himúlus
10588,himungà
10589,himungáal
10590,himungáwung
10591,himungáyà
10592,himungsíyù
10593,himurids
10594,himus
10595,himutákal
10596,himut-uk
10597,himuylas
10598,Hin.
10599,hiN-
10600,hiN-
10601,hinabdus
10602,hinablus
10603,hinabù
10604,hínag
10605,hinagdung
10606,hinagiban
10607,hináhin
10608,pahináhin
10609,hinalam
10610,hinálam
10611,hínam
10612,kulbà hínam
10613,hinamhinam
10614,kahínam
10615,mahinamun
10616,hin-an(→)
10617,hinangiban
10618,hinangkan
10619,hinánib
10620,hinánuk
10621,hínas
10622,hinásà
10623,hináut
10624,hináut nga
10625,panghináut
10626,hinaw
10627,panghinaw
10628,panghinaw sa matag bagul
10629,hináwan
10630,hilináwan
10631,hininawan
10632,hinawnaw
10633,hínay
10634,hinayhínay
10635,hinayan
10636,kahínay
10637,hinayun
10638,hínay
10639,hinayhínay
10640,hinayak
10641,pahinayak
10642,hinayhay
10643,hinayun
10644,hindà
10645,hindaanan
10646,hindang
10647,hindian
10648,hindik
10649,pahindik
10650,panghindik
10651,hindíkan
10652,híngag
10653,hingahinga
10654,híngak
10655,hingalhingal
10656,híngan
10657,dílì híngan
10658,hing-an(→)
10659,hingaphingap
10660,hingári
10661,hingatag
10662,hingáwa
10663,hingáwà
10664,kahingáwa
10665,mahingawaun
10666,hingbangkaágan
10667,hingbis
10668,hingbisun
10669,hingì
10670,hingìhingì
10671,hingìhíngì
10672,hingílin
10673,hingiting
10674,hingkud
10675,hingkud ang salabútan
10676,hinglit
10677,hinglù
10678,hingpit
10679,hingpit nga babáyi
10680,kahingpítan
10681,kahingpitun
10682,híngù
10683,hingù
10684,panghíngù
10685,hínguk
10686,híngus
10687,hingushingus
10688,hinguy
10689,hinhin
10690,hinibra
10691,hiniral
10692,kastígu hiniral
10693,intráda hiniral
10694,hiniru
10695,hínis
10696,hínis sa túbu
10697,hinis
10698,walay hinis
10699,hiníti
10700,hiníti
10701,hinlas
10702,panghinlas
10703,hinlawan
10704,hinlit
10705,hinlù
10706,hintil
10707,hintulhintul
10708,hinù
10709,hinug
10710,hinug ang úlu
10711,hinggan
10712,hinúgan
10713,hinúgay
10714,hinug-u
10715,hinúgun
10716,hininúgun
10717,kahinúgun
10718,mahinugnánun
10719,hínuk
10720,hínuk
10721,hinuklug
10722,mahinuklugun
10723,kahinuklug
10724,hinuktuk
10725,hínul
10726,hinulsul
10727,panghinulsul
10728,paghinulsul
10729,hinultul
10730,hinulung
10731,hinúlung
10732,hinumdum
10733,hinungdan
10734,hinunúa
10735,hinúun
10736,núun
10737,gayud hinúun
10738,na hinúun
10739,ra hinúun
10740,mau ra pud hinúun
10741,hinyu
10742,hip
10743,hipálag
10744,hipanhipan
10745,hiphip
10746,hiphipan
10747,hípi
10748,hípi dibyáhi
10749,hípi
10750,hipì
10751,hipíhip
10752,hiplì
10753,hiplig
10754,hiplus
10755,hiplut
10756,hipnù
10757,hipsut
10758,hípun
10759,hípus
10760,hípus ug nawung
10761,panghípus
10762,hipushípus
10763,hipusánan
10764,hilipusun
10765,hipusun
10766,hipusúnun
10767,kahipsan
10768,kahilipsan
10769,manggihipúsun
10770,hip-ut
10771,hiráda
10772,hirag
10773,híral
10774,kahíral
10775,híram
10776,hiraminta
10777,hiramintas
10778,hiramyinta
10779,hiramyintas
10780,hirbabuyna
10781,hirbubuyna
10782,hirbularyu
10783,hirdu
10784,hirig
10785,hilirgan
10786,hiringga
10787,hiringgilya
10788,hiringgíru
10789,hiringhiring
10790,hírit
10791,hirniya
10792,hirpin
10793,panghirpin
10794,hirsáyans
10795,híru
10796,híru pustǎl
10797,híro tiligrapiku
10798,hirushirus
10799,hisà
10800,hísà
10801,hísang
10802,hisgut
10803,hilisgútan
10804,hisgutánan
10805,hisi
10806,hislung
10807,wà hislung
10808,dì hislung
10809,hislut
10810,hísù
10811,hisù
10812,panghísù
10813,Hisukristu
10814,hisúpu
10815,Hisus
10816,panghisus
10817,Hisusmaryusip
10818,hiswíta
10819,hiswítas
10820,hit
10821,sunghit
10822,hitabù
10823,hítad
10824,hítak
10825,hital
10826,hit-anmis
10827,hit-anran
10828,hiting
10829,híting
10830,hitinghiting
10831,hitsas
10832,hitsu
10833,hitsu diritsu
10834,kuntra hitsu
10835,kahitsúhan
10836,kahitsuan
10837,hitsúra
10838,walay hitsúra
10839,may
10840,(walay) hitsúra
10841,dílì
10842,walà mahitsúra
10843,maghitsúra
10844,hitsuráan
10845,hitsuráhan
10846,hitudhítud
10847,híwà
10848,hiwaánan
10849,hiníwà
10850,híwal
10851,hiwalhíwal
10852,hiwasa
10853,hiwasà
10854,hiwátid
10855,hiwaus
10856,hiwì
10857,híwì
10858,panghíwì
10859,kahinwían
10860,híwid
10861,hiyá
10862,híya
10863,híyà
10864,hiyak
10865,híyas
10866,pahíyas
10867,hiyawasa
10868,Hiyúba
10869,Saksi ni Hiyúba
10870,híyud
10871,híyud
10872,hiyudhíyud
10873,híyum
10874,hiyumhiyum
10875,pahíyum
10876,pahiyum
10877,mapahiyúmun
10878,híyung
10879,hiyung
10880,hiyúngun
10881,hiyunghiyung
10882,hiyunghíyung
10883,híyus
10884,hiyus
10885,hiyut
10886,hmm
10887,hmm
10888,hmp
10889,hú
10890,húbad
10891,húbad ug damgu
10892,hubadhúbad
10893,maghuhubad
10894,taghubad
10895,hubag
10896,hubag sa bábuy
10897,húbag
10898,húbak
10899,hubakun
10900,hubas
10901,makahubas ug danaw
10902,pahubas
10903,hubaw
10904,hubawhubaw
10905,hubhub
10906,húbit
10907,hubkas
10908,hublag
10909,hublut
10910,húbù
10911,húbù sa katungdánan
10912,sutána
10913,húbù sa Santu Ninyu
10914,pahúbù
10915,hubù
10916,hubùhúbù
10917,hinubuan
10918,kahubù
10919,hubug
10920,húbug
10921,hubgánun
10922,hubughúbug
10923,hinubug
10924,palahubug
10925,hubun
10926,hubunhubun
10927,hubung
10928,pahubung
10929,pinahubung
10930,húbung
10931,húbut
10932,húbuy
10933,hubuyhubuy
10934,hubyà
10935,hubyas
10936,húd
10937,húdas
10938,hudhud
10939,panghudhud
10940,hudir
10941,Hudíya
10942,hudiyákà
10943,mahudiyakaun
10944,hudíyu
10945,hudlat
10946,hudnu
10947,hudnuhan
10948,panghudnu
10949,húg
10950,hū́g
10951,húgà
10952,hugádu
10953,hugadur
10954,hugalbù
10955,hugalbung
10956,hinugalbung
10957,hugalbut
10958,hugangkul
10959,hugan-ub
10960,hugar
10961,hugar
10962,húgas
10963,hugas
10964,panghúgas
10965,hinúgas
10966,hugasun
10967,hugasan
10968,panghugasan
10969,húgaw
10970,húgaw ug batásan
10971,húgaw sa laláki
10972,hugawan
10973,mahúgaw
10974,kahúgaw
10975,hugawhugaw
10976,hugay
10977,hugáyaw
10978,hughug
10979,hugità
10980,hugkal
10981,hugkas
10982,hugkat
10983,hugmad
10984,hinugmad
10985,hugnà
10986,hugnàhugnà
10987,hugnù
10988,hugpà
10989,hugpit
10990,hugpung
10991,kahugpúngan
10992,hugpuy
10993,hugsaw
10994,hugù
10995,hugung
10996,húgung
10997,hugunghúgung
10998,hugunhúgun
10999,hugup
11000,húgup
11001,húgus
11002,hugus
11003,hugushúgus
11004,hugut
11005,hugut ang puása
11006,hugut ang
11007,sa bakus
11008,húgut
11009,húguy
11010,huguyhúguy
11011,hugyaw
11012,hugyun
11013,huhungíhung
11014,huhu
11015,hùhù
11016,huk
11017,huk
11018,huk an ay
11019,hukà
11020,hukà
11021,húkà
11022,hukab
11023,húkab
11024,hukabhukab
11025,hukad
11026,húkad
11027,gihúkad
11028,hinúkad sa ginhawaan
11029,hukad sa ginhawaan
11030,hukahuk
11031,hukal
11032,húkas
11033,hukashúkas
11034,hukaw
11035,húkaw
11036,hukbaláhap
11037,kahukbalahapan
11038,hukdung
11039,hukhuk
11040,hukhukíru
11041,hukhukíra
11042,hukhuk
11043,hukhuk
11044,hukihuk
11045,hukip
11046,húkip
11047,huklub
11048,hukmuy
11049,huks
11050,hukùhúkù
11051,hukum
11052,hukmánan
11053,hukmánan sa únang lakbang
11054,hukut
11055,hukyaw
11056,hukyaw ang dughan
11057,ginhawaan
11058,kabúhì
11059,Hul.
11060,húlab
11061,húlabun
11062,húlad
11063,hulad
11064,hulagway
11065,hulahúla
11066,hulahup
11067,húlak
11068,hulam
11069,pahulam
11070,hulamánan
11071,hinulaman
11072,hulangyud
11073,hul-ap
11074,hular
11075,hulas
11076,hulat
11077,hulatánan
11078,hulaw
11079,húlaw
11080,tinghulaw
11081,húlay
11082,pahúlay
11083,pahulay
11084,lawak pahulayan
11085,igpapahúlay
11086,igpalahúlay
11087,huláyà
11088,huláyà laki
11089,hulbà
11090,hulbad
11091,hulbaw
11092,kahulbawun
11093,hulbù
11094,hulbut
11095,hulbuthulbut
11096,huldam
11097,huld-ap
11098,huld-apir
11099,hulding
11100,huldir
11101,istak huldir
11102,hulgà
11103,mahulgáun
11104,hulhug
11105,hulhul
11106,hulì
11107,pahúlì
11108,hulíbis
11109,hulihud
11110,hulíkab
11111,húlin
11112,huling
11113,húlip
11114,húlipanan
11115,hulma
11116,hulmahan
11117,hulmahánan
11118,hulmígas
11119,hulmigas
11120,hulmigasan
11121,kahulmigasan
11122,hulpà
11123,hulsil
11124,hult
11125,hulu
11126,hulu
11127,panghulu
11128,hinulhan
11129,hulud
11130,húlud
11131,húlug
11132,húlug sa kamut
11133,hulug
11134,tighulug
11135,kahulúgan
11136,kahulugánun
11137,makahulugánun
11138,makahulgánun
11139,húlum
11140,hulunghúlung
11141,hulungíhung
11142,húlup
11143,hulus
11144,hulus
11145,húlut
11146,huluy
11147,Hulyu
11148,hulyut
11149,húm
11150,humánan
11151,humabdus
11152,humablus
11153,humabus
11154,humad
11155,humagbus
11156,human
11157,humanhúman
11158,kahumánan
11159,kahumanun
11160,humay
11161,humay sa bantuk
11162,kamad-an
11163,humayhúmay
11164,humáyan
11165,kahumáyan
11166,humayánun
11167,tinghumay
11168,humayúnun
11169,humbà
11170,humbíngay
11171,humbíngil
11172,humbis
11173,humhum
11174,humhum
11175,humígas
11176,humil
11177,kahumil
11178,humisayid
11179,humisayid pulis
11180,humpal
11181,humpay
11182,panghumpay
11183,kahumpay
11184,kahumpáyan
11185,kahumpayun
11186,mahumpáyun
11187,makahuhumpay
11188,humpid
11189,humpil
11190,humran
11191,tighumran
11192,humrum
11193,humrum pitii
11194,humtáwun disisyun
11195,humud
11196,humud ug papil
11197,humdunun
11198,hinumud
11199,húmuk
11200,í nga húmuk
11201,húmuk ug ilung
11202,pahumukhúmuk
11203,panghúmuk
11204,humukun
11205,húmul
11206,humul
11207,hinumúlan
11208,humulhúmul
11209,humut
11210,pahumut
11211,humútan
11212,kahumut
11213,mahumut
11214,humútun
11215,húmut
11216,Hun.
11217,hún
11218,húnad
11219,hun-ag
11220,hun-ag
11221,hunàhúnà
11222,panghunàhunà
11223,manggihunàhunaun
11224,mahunàhunaun
11225,hunas
11226,pahunas
11227,panghunas
11228,hunasan
11229,kinahunsan
11230,kinhas
11231,hunásun
11232,hunat
11233,pahunat
11234,hinunat
11235,mahunátun
11236,hunaw
11237,hunda
11238,hundunghundung
11239,hungakhúngak
11240,hungaw
11241,pahungaw
11242,pahungaw sa angsu
11243,hungawanan
11244,hulungawan
11245,hinungaw
11246,hungay
11247,húngay
11248,hunggal
11249,hunggaw
11250,hunghung
11251,hungíhung
11252,hungit
11253,ighuhúngit
11254,ighulúngit
11255,hungkad
11256,hungkag
11257,hungkagul
11258,hungkarul
11259,hungkiyang
11260,hungkung
11261,panghungkung
11262,hunglus
11263,hunglus
11264,hungù
11265,hungug
11266,kahungug
11267,sa ímung kahungug
11268,hungus
11269,hungut
11270,húngut
11271,nawung ug húngut
11272,dílì húngut ang kalibútan
11273,hunguy
11274,hunhun
11275,húni
11276,maghuhúni
11277,mahuníun
11278,panghúni
11279,panúni
11280,húnit
11281,kahúnit
11282,húnitun
11283,hunlak
11284,hunlus
11285,hunsuy
11286,hunsuyhunsuy
11287,hunta
11288,huntà
11289,huntàhuntà
11290,hunub
11291,hunulhúnul
11292,húnung
11293,way húnung
11294,hununganan
11295,húnus
11296,húnus
11297,hunushúnus
11298,Hunyu
11299,húp
11300,hupà
11301,hupak
11302,hup-ak
11303,hupas
11304,hupaw
11305,panghupaw
11306,mahunpawun
11307,hupay
11308,huphup
11309,húping
11310,pahúping
11311,húpit
11312,hupù
11313,hupukhupuk
11314,hupung
11315,húpung
11316,panghúpung
11317,huput
11318,húpuy
11319,hupuy
11320,hupyà
11321,hupyak
11322,hurabhurab
11323,hurabhúrab
11324,hurádu
11325,hurahura
11326,hurahura
11327,hural
11328,huraminta
11329,huramintádu
11330,huramintu
11331,hurar
11332,húrat
11333,húraw
11334,hurawhúraw
11335,hurawhurawan
11336,huríkì
11337,hurimhurim
11338,hurisdiksiyun
11339,hurnáda
11340,hurnu
11341,hurs
11342,hurspáwir
11343,huruhuru
11344,hurung
11345,hurus
11346,hurut
11347,húrus
11348,hinurut
11349,hutdanay
11350,hinutdanay
11351,hutdánay
11352,hinutdánay
11353,kahurutun
11354,kahutdanun
11355,hús
11356,hús
11357,husà
11358,húsà
11359,húsay
11360,husay
11361,kahúsay
11362,hinúsayan
11363,husayúnun
11364,husgǎr
11365,husgádu
11366,hushus
11367,húsi
11368,huslà
11369,huslir
11370,huslù
11371,huslut
11372,huspital
11373,hustis
11374,hustisya
11375,hustisya
11376,hustiyas
11377,hustu
11378,kahustúan
11379,husù
11380,husù
11381,husud
11382,húsud
11383,huswà
11384,huswà ang katahum
11385,hut
11386,hút
11387,húta
11388,hútak
11389,hutay
11390,hútay
11391,hutbà
11392,hutbaw
11393,huthut
11394,huthut
11395,huthut
11396,huthut
11397,hutik
11398,hútik
11399,hutíkay
11400,hútik
11401,hutil
11402,hutináni
11403,hutluk
11404,huts
11405,hutúhut
11406,hutukhutuk
11407,hut-ung
11408,hutútay
11409,hútuy
11410,hutwang
11411,hutwang
11412,huum
11413,húum
11414,huung
11415,huut
11416,húut
11417,pahuut
11418,huut
11419,huwà
11420,huwa-
11421,huwad
11422,húwad
11423,huwaránan
11424,huwag
11425,huwaghuwag
11426,Huwan
11427,Huwan dila Krus
11428,Huwan Púsung
11429,húwap
11430,huwas
11431,pahuwas
11432,huwas
11433,huwásay
11434,huwásù
11435,huwat
11436,huwátid
11437,huwi-
11438,huwis
11439,huwis dikutsilyu
11440,huwis dipas
11441,huy
11442,huyhúy
11443,panaghuyhúy
11444,huy
11445,hùy
11446,húy
11447,huy-ab
11448,panghuy-ab
11449,huyad
11450,huyamì
11451,huyamì
11452,húyang
11453,huyang
11454,mahúyang
11455,kahúyang
11456,huyátid
11457,Huybis
11458,Huybis Santu
11459,huygu
11460,huygu túdu
11461,huygu
11462,panghuygu
11463,huygu
11464,huyhuy
11465,huyhuy
11466,huyhúy
11467,huyù
11468,kahugù
11469,huyúhuy
11470,húyung
11471,huyunghúyung
11472,huyup
11473,húyup
11474,huypanay
11475,huyut
11476,húyut
11477,hwasa
11478,hwasà
11479,hwisyu
11480,i
11481,i midiya
11482,i
11483,i
11484,í
11485,i-
11486,i-(←)
11487,-i
11488,-i(→)
11489,iba
11490,íbà
11491,íbà sa insik
11492,way íbà ug dì maaslum
11493,Íbà
11494,anak ni Íbà
11495,ibabaw
11496,ibábaw
11497,ibakwisyun
11498,ibakwit
11499,iban
11500,íban
11501,iban
11502,ibanan
11503,ibang
11504,ibanghilista
11505,ibanghilyu
11506,ibapuráda
11507,ibat
11508,íbay
11509,íbì
11510,ibid
11511,ibid-íbid
